IMS_Master__r_Billing_Location__r_Client_from_Parent__c,IMS_Master__r_Billing_Location__r_Job_From_Name__c,IMS_Master__r_Order_Group__c,IMS_Master__r_Product_Name__c,IMS_Master__r_Manufacturer__r_Name,IMS_Master__r_Manufacturer_Number__c,IMS_Master__r_Feature__c,IMS_Master__r_Color__c,IMS_Master__r_IMS_Build__r_Logo_Design_1__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_1__c,IMS_Master__r_IMS_Build__r_Logo_Design_2__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_2__c,IMS_Master__r_IMS_Build__r_Logo_Design_3__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_3__c,IMS_Master__r_IMS_Build__r_Logo_Design_4__r_Logo_Number__c,IMS_Master__r_IMS_Build__r_Logo_Location_4__c,Size__c,IMS_Master__r_Class__c,IMS_Master__r_Category__c,IMS_Master__r_Group__c,IMS_Master__r_Sub_Group__c,Id
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016eM0IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016ePOIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016eL7IAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",4,Uniform,Clothing,Campus,Specialist,a4bA00000016eVvIAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016ePPIAY
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016eR0IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016eR1IAI
Pegatron,Pegatron Elk Grove,Pegatron,Tactical Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016eR2IAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",6,Uniform,Clothing,Campus,Specialist,a4bA00000016eUnIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",8,Uniform,Clothing,Campus,Specialist,a4bA00000016eUoIAI
Pegatron,Pegatron Elk Grove,Pegatron,Women's Taclite Pro,5.11 Tactical,64360,"",Black,"","","","","","","","",20,Uniform,Clothing,Campus,Specialist,a4bA00000016eVlIAI
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UiGIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016UoiIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016UoUIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016UojIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016UrwIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016Un6IAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016UjiIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UtxIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016UoTIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016UrcIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016Uv0IAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016Uv1IAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UiLIAU
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Textured Soft Shell Jacket,Port Authority,J705,"",Stone,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",XS,Uniform,Clothing,Operations,General,a4bA00000016UzlIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016UizIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016Uk7IAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016Uk8IAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016UlZIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016UvoIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016UvpIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016UvyIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016UwmIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016UwnIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical TDU 1.5" Wide,5.11 Tactical,NP569,"",Black,"","","","","","","","",XS,Uniform,Clothing,Campus,Specialist,a4bA00000016UxLIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UnQIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UnRIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016UonIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016UwcIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UnLIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UnMIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016UtnIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016UuCIAU
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Textured Soft Shell Jacket,Port Authority,J705,"",Stone,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",M,Uniform,Clothing,Operations,General,a4bA00000016V00IAE
Miami Design District,Miami Design District,Miami Design District - Coastal Construction,Textured Soft Shell Jacket,Port Authority,J705,"",Stone,SES30A,Left Chest,SES31A,Back Full Chest,"","","","",2XL,Uniform,Clothing,Operations,General,a4bA00000016V01IAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016UpMIAU
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016UhrIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016UhsIAE
"Apple, Inc.",Apple Cupertino,"Apple, Inc.",Tactical Apex,5.11 Tactical,TT824,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016Us1IAE
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016atjIAA
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016atkIAA
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016atlIAA
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Tactical 5 in 1 Jacket,5.11 Tactical,JA432,"",Black,SES13B,Left Chest,"","","","","","",4XL,Uniform,Clothing,Campus,General,a4bA00000016avBIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016aaDIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016aaEIAQ
Nike,"Nike OR, Beaverton",Nike,Men's TacLite Pro,5.11 Tactical,TR626,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016b12IAA
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016abLIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016abMIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016abNIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016abOIAQ
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Tactical 5 in 1 Jacket,5.11 Tactical,JA432,"",Black,SES13B,Left Chest,"","","","","","",XL,Uniform,Clothing,Campus,General,a4bA00000016av1IAA
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016aamIAA
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Waterproof Insulated Duty Glove,LawPro Uni,GL010,"",Black,"","","","","","","","",M,Uniform,Clothing,Campus,General,a4bA00000016apNIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016abVIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016abWIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016abXIAQ
"Apple, Inc./Mesa","Apple AZ, Mesa","Apple, Inc./Mesa",8" GX Side Zip Gore-Tex Boot,Bates Footwear,H00 2731,"",Black,"","","","","","","","",8,Uniform,Clothing,Campus,Specialist,a4bA00000016af8IAA
"Apple, Inc./Mesa","Apple AZ, Mesa","Apple, Inc./Mesa",8" GX Side Zip Gore-Tex Boot,Bates Footwear,H00 2731,"",Black,"","","","","","","","",10.5,Uniform,Clothing,Campus,Specialist,a4bA00000016af9IAA
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016azSIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016azTIAQ
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,TaskForce Zephyr Desert GTX 9" High Boot,LOWA Boots LLC,FW218,"",Khaki,"","","","","","","","",8,Uniform,Clothing,Campus,General,a4bA00000016ag1IAA
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",10.5,Uniform,Clothing,Campus,Specialist,a4bA00000016b80IAA
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,TaskForce Zephyr Desert GTX 9" High Boot,LOWA Boots LLC,FW218,"",Khaki,"","","","","","","","",9,Uniform,Clothing,Campus,General,a4bA00000016agGIAQ
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,TaskForce Zephyr Desert GTX 9" High Boot,LOWA Boots LLC,FW218,"",Khaki,"","","","","","","","",11,Uniform,Clothing,Campus,General,a4bA00000016agHIAQ
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016arYIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016aarIAA
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016aTHIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016aTIIAY
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016agIIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016aPAIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016aPBIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016aPCIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016aPDIAY
Nike,"Nike OR, Beaverton",Nike,Men's TacLite Pro,5.11 Tactical,TR626,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016b1EIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016aPEIAY
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016azhIAA
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016aRkIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016aRuIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016aRvIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016aTWIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",50,Uniform,Clothing,Campus,Specialist,a4bA00000016aTXIAY
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Embroidered Security Watch Cap,LawPro Uni,HW786,"",Black,SES50B,Hat,"","","","","","",One Size Fits Most,Uniform,Clothing,Campus,General,a4bA00000016aqfIAA
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",14,Uniform,Clothing,Campus,Specialist,a4bA00000016b7dIAA
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016acTIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",50,Uniform,Clothing,Campus,Specialist,a4bA00000016acUIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016azDIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016azEIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016azFIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016aR6IAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",40,Uniform,Clothing,Campus,Specialist,a4bA00000016aRzIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016aS0IAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016aTgIAI
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Waterproof Insulated Duty Glove,LawPro Uni,GL010,"",Black,"","","","","","","","",XL,Uniform,Clothing,Campus,General,a4bA00000016apXIAQ
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,Waterproof Insulated Duty Glove,LawPro Uni,GL010,"",Black,"","","","","","","","",2XL,Uniform,Clothing,Campus,General,a4bA00000016apYIAQ
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",8,Uniform,Clothing,Campus,Specialist,a4bA00000016b7bIAA
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",10,Uniform,Clothing,Campus,Specialist,a4bA00000016b7cIAA
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",8.5,Uniform,Clothing,Campus,Specialist,a4bA00000016b7lIAA
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",9.5,Uniform,Clothing,Campus,Specialist,a4bA00000016b7vIAA
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016aSOIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016aPeIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",32,Uniform,Clothing,Campus,Specialist,a4bA00000016aPfIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",44,Uniform,Clothing,Campus,Specialist,a4bA00000016aSiIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016aSjIAI
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016ayAIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016b0BIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",46,Uniform,Clothing,Campus,Specialist,a4bA00000016b0CIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016az8IAA
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",36,Uniform,Clothing,Campus,Specialist,a4bA00000016az9IAA
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",42,Uniform,Clothing,Campus,Specialist,a4bA00000016azmIAA
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016azNIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",38,Uniform,Clothing,Campus,Specialist,a4bA00000016azOIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",48,Uniform,Clothing,Campus,Specialist,a4bA00000016acYIAQ
"Apple, Inc./Reno",Apple Reno,Apple iCloud Data Center - Reno,TaskForce Zephyr Desert GTX 9" High Boot,LOWA Boots LLC,FW218,"",Khaki,"","","","","","","","",9.5,Uniform,Clothing,Campus,General,a4bA00000016agVIAQ
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016aZZIAY
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016aZjIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",30,Uniform,Clothing,Campus,Specialist,a4bA00000016aZkIAI
"Apple, Inc.","Apple AZ, Wittmann","Apple, Inc.",Taclite Pro,5.11 Tactical,TR506,"",Khaki,"","","","","","","","",34,Uniform,Clothing,Campus,Specialist,a4bA00000016aaIIAQ
Nike,"Nike OR, Beaverton",Nike,24/7 Classic Pant,TRU-SPEC,TR727,"",Black,"","","","","","","","",28,Uniform,Clothing,Campus,Specialist,a4bA00000016ay0IAA
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",11.5,Uniform,Clothing,Campus,Specialist,a4bA00000016b8AIAQ
"Apple, Inc./Prineville",Apple Prineville,Apple iCloud Data Center - Prineville,8" Stellar Boot,"Under Armour, Inc.",FX099,"",Black,"","","","","","","","",12,Uniform,Clothing,Campus,Specialist,a4bA00000016b8BIAQ
